title
"Dell Latitude E7270 Lightweight 12.5 Inch Business Laptop, Double Core i5-6300U Processor 2.3GHz up to 2.8GHz, 8GB RAM, 256GB SSD, LED Backlit, Win10 Pro(Renewed)"
"Lenovo IdeaPad 3 Laptop: Newest Ryzen 7 4700U, 512GB SSD, 8GB RAM, 15.6"" Full HD Display"
"Apple 2023 MacBook Pro Laptop, Apple M2 Pro chip, 10‑core CPU and 16‑core GPU: 14.2-inch Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage. Works, iPhone/iPad; Space Grey, English"
"Lenovo IdeaPad 3 14"" Laptop, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB M.2 SSD Storage, 14.0"" FHD (1920 x 1080) Display, Integrated Graphics, Windows 10 S, 81WD010QUS, Platinum Grey"
"Lenovo ThinkPad P14s Mobile Workstation 14” FHD Laptop - Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Windows 10 Pro, Quadro T500 4GB – (20VX00A3US)"
"Dell Inspiron 15 3530 Laptop - Intel Core i5-1335U, 15.6-inch FHD 120Hz Display, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Services Included - Platinum Silver"
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)"
"Ruzava/Aocwei 16"" Laptop 12+512GB Celeron Intel N5095 (Up to 2.9Ghz) 4-Core Win 11 PC with Cooling Fan 1920 * 1200 2K Screen Dual WiFi Support 2.5"" HDD 1TB SSD Expand for Game Work Study-Blue"
"HP Laptop 14"" HD Display - Intel Core i5-1135G7, Intel Iris Xe Graphics, 8GB RAM, 256GB SSD, Windows 11 Home - Camo Green (14-dq2088wm)"
Acer Aspire 1 Slim Laptop Intel Processor N4020 4GB DDR4 128GB eMMC 15.6in Full HD LED Windows 10 in S Mode (Renewed)
"HP EliteBook 840 G6 14"" Laptop, Intel Core i5, 16GB, 256GB SSD, Win11 Pro. (Renewed)"
Razer Blade 16 (2023) Gaming Laptop: NVIDIA GeForce RTX 4080 12GB VRAM - 24-Core 13th Gen Intel Core i9 HX – 16” QHD+ 240Hz - 32GB 5600MHZ RAM - 1TB SSD - Compact GaN Charger - Windows 11
"Acer Nitro 5, 15.6"" FHD Laptop, AMD Ryzen 7 5800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB SSD, Windows 11"
"ASUS Chromebook Vibe C55 Flip, Cloud Gaming Laptop, 15.6"" Full HD 144 Hz Touch Display, Intel Core i5-1135G7 Processor, 128GB SSD, 8GB RAM, ChromeOS, CX5501FEA-AS51T-CB"
"HP x360 Chromebook 14"" HD Touchscreen 2-in-1 Laptop - Intel Celeron N4020, 4GB RAM, 32GB eMMC, Chrome OS – (14a-ca0050nr)"
"Acer Nitro 5 Gaming Laptop 15.6"" 144Hz Display, Intel Core i5-11400H/512GB SSD/8GB RAM/RTX 3050(1 yr Manufacturer Warranty) (Renewed)"
"2023 ASUS ROG Strix G15 Advantage Edition 15.6"" QHD Gaming Laptop, AMD Ryzen 9 5980HX, 32GB RAM, 2TB PCIe SSD, RGB Backlit Keyboard, Radeon RX 6800M, Win 11 Pro, Black 32GB SnowBell USB Card"
Dell Latitude 7390 2-in-1 13.3 Inch FHD Laptop PC - Intel Core i5-8350U - Quad Core 3.6Ghz - 8GB RAM - 512GB SSD - 1920x1080 Touchscreen - Windows 10 Pro (Renewed)
2023 ASUS TUF FX706HC Gaming Laptop 17.3” 144Hz FHD IPS Display Intel 6-Core i5-11400H 32GB DDR4 1TB NVMe SSD NVIDIA GeForce RTX 3050 4GB GDDR6 WiFi AX RJ45 USB-C w/DP Backlit KB Windows 11 Pro w/USB
